Indice,id_depto,fecha_fundacion,nombre,dominio
1114,46021,1933-09-03,Bib.Pop. e Inf. Sarmiento,sin_dominio
1115,46035,1921-06-13,Bib.Pop. Mitre,hotmail
1116,46042,1903-09-22,Bib.Pop. Joaquín V. González,gmail
1117,46042,1955-11-28,Bib.Pop. Domingo Faustino Sarmiento,sin_dominio
1118,46042,2001-09-13,Bib.Pop. Vichigasta,sin_dominio
1119,46028,1999-11-10,Bib.Pop. José Hernández,sin_dominio
1120,46049,1914-10-24,Bib.Pop. Pedro I. de Castro Barros,sin_dominio
1121,46056,1946-04-17,Bib.Pop. Gral. V. Peñaloza,sin_dominio
1122,46063,1947-11-17,Bib.Pop. Juan Facundo Quiroga,sin_dominio
1123,46063,1908-12-15,Bib.Pop. D.F.Sarmiento,sin_dominio
1124,46126,1935-10-01,Bib.Pop. Dardo de la Vega Díaz,sin_dominio
1125,46119,1980-01-01,Bib.Pop. Pastor de la Colina Villafañe,sin_dominio
1126,50007,1992-11-30,Bib.Pop. Juventud en acción,sin_dominio
1127,50021,1914-05-10,Bib.Pop. Presbítero P. C. Arce,hotmail
1128,50007,1999-09-16,Bib.Pop. Casa por la memoria y la cultura popular,sin_dominio
1129,50021,2002-04-16,Bib.Pop. PABLITO GONZALEZ,sin_dominio
1130,50014,1940-12-08,Bib.Pop. Antonio Dimarco,yahoo
1131,50014,1928-08-05,Bib.Pop. Gral. C. M. de Alvear,hotmail
1132,50014,1994-01-10,Bib.Pop. Escritores Alvearenses,gmail
1133,50014,1935-04-28,Bib.Pop. D.F.Sarmiento,yahoo
1134,50028,2009-03-27,Bib. Pop. Ta Te Ti,sin_dominio
1135,50028,2011-05-18,Bib.Pop. Daniel Talquenca de Guaymallén,sin_dominio
1136,50028,2001-07-07,Bib.Pop. El bermejo,sin_dominio
1137,50028,1980-01-01,Bib. Pop. Jesús Nazareno,yahoo
1138,50028,1980-01-01,Bib.Pop. Rodeo de la cruz,sin_dominio
1139,50035,1980-01-01,Bib. Pop. Ingeniero Giagnoni,sin_dominio
1140,50035,1970-10-08,Bib.Pop. Pedro José Bustos,gmail
1141,50035,1980-01-01,Bib.Pop. Santa Rosa,sin_dominio
1142,50049,1996-07-09,Bib.Pop. Escritores Mendocinos,sin_dominio
1143,50049,1995-08-02,Bib. Pop. Mirta Vivante,yahoo
1144,50049,1999-04-01,Bib.Pop. Francisco Manino,sin_dominio
1145,50049,1980-01-01,Bib.Pop. Palabras del corazón,sin_dominio
1146,50007,2008-06-30,Bib.Pop. Libros Abiertos para la sociedad,gmail
1147,50049,2008-11-01,Bib.Pop. del Saber del Pueblo y su Cultura,live
1148,50056,1926-08-29,Bib.Pop. Tomás Godoy Cruz,hotmail
1149,50049,1980-01-01,Bib.Pop. Francisco Montalto,sin_dominio
1150,50056,1980-01-01,Bib.Pop. Tres de Mayo,sin_dominio
1151,50056,1971-04-29,Bib.Pop. José A. Pujadas,hotmail
1152,50063,1996-10-19,Bib. Pop. Chacras de Coria,yahoo
1153,50063,1996-03-29,Bib.Pop. Virgen de la Carrodilla,live
1154,50063,1980-01-01,Bib.Pop. Las Compuertas,gmail
1155,50063,1911-05-25,Bib.Pop.Mun. Juan Bautista Alberdi,yahoo
1156,50063,1991-11-20,Bib. Pop. Benito Juárez,yahoo
1157,50063,1980-01-01,Bib.Pop. Armando Tejada Gómez,sin_dominio
1158,50070,1980-01-01,Bib.Pop. Alfonsina Storni,sin_dominio
1159,50070,1998-01-05,Bib. Pop. General Gutiérrez,gmail
1160,50070,1995-11-16,Bib.Pop. Lucila Barrionuevo de Bombal,hotmail
1161,50077,1993-11-12,Bib.Pop.Mun. José Hernández,sin_dominio
1162,50084,1980-01-01,Bib.Pop. Angélica Z. de Catena,sin_dominio
1163,50084,1915-05-30,Bib.Pop. Bernardino Rivadavia,hotmail
1164,50091,1947-11-24,Bib.Pop. Mariano Moreno,yahoo
1165,50091,1986-09-06,Bib.Pop. Profesor Dionisio Chaca,gmail
1166,50091,1993-01-02,Bib.Pop. Dr. Faustino B. Gil,sin_dominio
1167,50091,1992-07-10,Bib. Pop. Joaquín di Genaro,yahoo
1168,50091,2005-06-15,Bib.Pop. Maestro Pedro Azín de San Carlos,hotmail
1169,50098,1980-01-01,Bib. Pop. Ricardo Rojas,hotmail
1170,50098,1980-01-01,Bib.Pop. Julio A. Roca,gmail
1171,50098,1980-01-01,Bib.Pop. Tres porteñas de San Martín,sin_dominio
1172,50105,1980-01-01,Bib.Pop. Dolina Salas,sin_dominio
1173,50105,1926-11-26,Bib.Pop. Francisco Peñasco,yahoo
1174,50105,1980-01-01,Bib.Pop. Carolina Paponet de Suter,sin_dominio
1175,50105,1998-07-20,Bib.Pop. Manuela Lara,yahoo
1176,50105,2004-05-17,Bib. Pop. Esperanza de nuestros lectores,sin_dominio
1177,50105,1932-06-19,Bib.Pop. Cultura,yahoo
1178,50105,1993-08-17,Bib.Pop. Salto de las Rosas,yahoo
1179,50105,1919-03-30,Bib.Pop. Mariano Moreno,sin_dominio
1180,50105,1992-08-12,Bib.Pop. Derly R. Calderón,yahoo
1181,50105,1992-11-19,Bib.Pop. Manuel Belgrano,sin_dominio
1182,50105,1980-01-01,Bib.Pop. Manuel Belgrano de El Nihuil,sin_dominio
1183,50105,1980-01-01,Bib.Pop. Maestro Antonio Isaac Quiroga,sin_dominio
1184,50105,2009-03-17,Bib.Pop. Práxedes Garde de Arizu,sin_dominio
1185,50105,1980-01-01,Bib.Pop. Fray F. Inalican,sin_dominio
1186,50112,2002-06-15,Bib. Pop. Marcelo Humberto Cirot,gmail
1187,50112,1980-01-01,Bib.Pop. Tulio Pusterla,sin_dominio
1188,50098,1980-01-01,Bib.Pop. de Alto Verde,yahoo
1189,50021,1980-01-01,Bib.Pop. Tomás Godoy Cruz,sin_dominio
1190,50126,2003-03-03,Bib.Pop. Mirador de Las Estrellas,gmail
1191,50119,1980-01-01,Bib.Pop. Antonio Fernández,sin_dominio
1192,50119,1997-07-09,Bib.Pop. Segundo Manuel Esteves,gmail
1193,50119,1987-03-21,Bib.Pop. Vista Flores,yahoo
1194,54119,1994-06-01,Bib.Pop. Victoriano E. Cardozo,yahoo
1195,54119,1994-06-04,Bib.Pop. 23 de Septiembre,yahoo
1196,54007,2000-07-21,Bib.Pop. María Magdalena Deautier,sin_dominio
1197,54014,1990-06-18,Bib.Pop. Aristóbulo del Valle,sin_dominio
1198,54014,2000-09-18,Asoc.Civ.Bib.Pop. José Hernández,sin_dominio
1199,54014,1980-01-01,Asoc.Bib.Pop. Arturo U. Illia,sin_dominio
1200,54021,1980-01-01,Bib.Pop.Mun. Bernardino Rivadavia,sin_dominio
1201,54021,2021-08-23,Bib. Pop. El Urunday,gmail
1202,54021,1979-10-18,Bib.Pop. Sarmiento,sin_dominio
1203,54021,2012-09-10,Bib.Pop. San Martín,sin_dominio
1204,54028,1913-12-13,Bib.Pop. Posadas,arnetbiz
1205,54028,1975-05-03,Bib.Pop. El palomar del R.C.de V.URQ.,sin_dominio
1206,54028,1994-03-09,Bib.Pop. Granadero Chepoya,gmail
1207,54028,1997-04-22,Bib. Pop. José Ramos,sin_dominio
1208,54028,1980-01-01,Bib.Pop. San Miguel,sin_dominio
1209,54028,2001-10-13,Bib.Pop. Sur Argentino,yahoo
1210,54028,1980-01-01,Asoc.Vecinal Barrio Parque 2 de abril,sin_dominio
1211,54035,1911-06-02,Asoc.Civ.Bib.Pop. Bartolome Mitre,sin_dominio
1212,54042,1968-04-09,Bib.Pop. Eldorado,hotmail
1213,54049,1980-01-01,Bib.Pop. Jorge Luis Borges,sin_dominio
1214,54049,1980-01-01,Bib.Pop.Esc. de F. Soberanía nacional,sin_dominio
1215,54056,1980-01-01,Bib.Pop. Gabriela Mistral,sin_dominio
1216,54063,1980-01-01,Bib.Pop. Arandu Roga,sin_dominio
1217,54063,1996-12-01,Bib.Pop.Pub. Victoria Aguirre,sin_dominio
1218,54063,2015-07-15,Bib.Pop. Alma Guaraní,sin_dominio
1219,54070,1997-11-22,Bib.Pop. Mejor pasar,hotmail
1220,54077,1994-12-07,Bib.Pop.Mun. Nicolás A. Petcoff,yahoo
1221,54077,1962-06-15,Bib.Pop. Horacio Quiroga de Puerto Rico,live
1222,54084,1978-10-25,Bib.Pop. D.F.Sarmiento,sin_dominio
1223,54084,1980-01-01,Bib.Pop. Horacio Quiroga,yahoo
1224,54084,1980-01-01,Bib.Pop.Tec. Roque G. de Santa Cruz,sin_dominio
1225,54091,1946-09-09,Bib.Pop. D.F.Sarmiento,yahoo
1226,54091,2002-03-13,Bib. Pop. Vamos a leer,yahoo
1227,54091,1980-01-01,Bib.Pop. Yapeyú,sin_dominio
1228,54098,2000-08-21,Asoc.Bib.Pop. Ernesto Sábato,gmail
1229,54098,1910-05-02,Bib.Pop. Patricias argentinas,sin_dominio
1230,54105,1980-01-01,Bib.Pop. Del Conocimiento al Saber,sin_dominio
1231,54105,1980-01-01,Bib.Pop. Dr. Bernardo Elvira,sin_dominio
1232,54112,2004-05-11,Bib. Pop. Thay Morgenstern,gmail
1233,54084,1980-01-01,Bib.Pop. Oñondive,sin_dominio
1234,54056,1980-01-01,Bib.Pop.Esc. Aída Simonetti de Ocampo,sin_dominio
1235,58007,1993-10-20,Bib.Pop. Juan Benigar,sin_dominio
1236,58007,1980-01-01,Bib.Pop.Esc. Miguel A. Camino,sin_dominio
1237,58007,1980-01-01,Bib.Pop. Maestro Galeano,sin_dominio
1238,58014,1997-12-02,Bib. Pop. San Patricio del Chañar,yahoo
1239,58021,1980-01-01,Bib.Pop. Quintú C´Me Raquizuam (Buscando Buenos Pensamientos),yahoo
1240,58042,1980-01-01,Bib.Pop. Coronel J. M. Olascoaga,yahoo
1241,58042,1980-01-01,Bib.Pop. Barrio Uriburu,sin_dominio
1242,58042,1980-01-01,Bib.Pop. Cuenca del Curi Leuvu,sin_dominio
1243,58042,1980-01-01,Bib.Pop. Martín Torres,sin_dominio
1244,58028,1980-01-01,Bib.Pop. Calquin Mapu,sin_dominio
1245,58035,1999-06-10,Bib.Pop. Jorge Fonseca,sin_dominio
1246,58035,1958-10-22,Bib.Pop. Carlos H. Rodríguez,gmail
1247,58035,1987-07-26,Bib.Pop. Buta Ruca,yahoo
1248,58035,1994-03-08,Bib.Pop. María E. Tejada de Lastra,sin_dominio
1249,58035,1994-12-10,Bib.Pop. Kimn,sin_dominio
1250,58035,1996-07-24,Bib.Pop. María Eva Duarte,sin_dominio
1251,58035,1997-10-21,Bib.Pop. Ceferino Contreras,sin_dominio
1252,58035,1928-11-10,Bib.Pop. Juan Bautista Alberdi,gmail
1253,58035,1989-04-29,Bib.Pop. Ruca Limay,yahoo
1254,58035,1994-12-21,Bib.Pop. Segundo Vazquez,sin_dominio
1255,58035,1980-01-01,Bib.Pop. Julio Cortázar,yahoo
1256,58035,1980-01-01,Bib.Pop. Suyai Mapu,yahoo
1257,58035,1980-01-01,Bib.Pop. Darío Millain,gmail
1258,58035,1980-01-01,Bib.Pop. Amaranto Suarez,sin_dominio
1259,58035,1990-11-07,Bib.Pop. Eliel Aragon,gmail
1260,58035,1980-01-01,Bib.Pop. Gob. Angel Edelman,yahoo
1261,58035,1980-01-01,Bib.Pop. Homero Manzi,sin_dominio
1262,58035,1993-04-01,Bib.Pop. Kique Sánchez Vera,gmail
1263,58035,1993-06-12,Bib.Pop. Hugo M. Berbel,gmail
1264,58035,1994-09-23,Bib.Pop. Escritores Neuquinos,gmail
1265,58035,1993-04-07,Bib.Pop. Enrique Rocca,sin_dominio
1266,58035,1980-01-01,Bib.Pop. Irma Cuña,yahoo
1267,58035,1997-02-05,Bib.Pop. Gran Neuquén,hotmail
1268,58035,1980-01-01,Bib.Pop. Rodolfo Walsh,sin_dominio
1269,58035,2002-07-25,Bib. Pop. Monseñor Jaime de Nevares,yahoo
1270,58035,2001-12-13,Bib.Pop. Libertador General José de San Martín,hotmail
1271,58035,2002-07-24,Bib.Pop. Luis Topo Oliva Asociación Civil,sin_dominio
1272,58035,1980-01-01,Bib. Pop. Pehuen - Barrio Alta Barda,sin_dominio
1273,58035,2004-04-12,Bib.Pop. Huilliches,gmail
1274,58035,2003-03-01,Bib. Pop. Salomón,hotmail
1275,58035,2003-10-24,Bib.Pop. Abuela Bertogna de Barrio Nuevo,sin_dominio
1276,58035,1980-01-01,Bib.Pop. Espacio de Libertad,yahoo
1277,58035,1987-09-15,Bib.Pop. Hueupines,sin_dominio
1278,58035,1980-01-01,Bib.Pop.Mun. Asoc.A. Bca.J. Benigar,hotmail
1279,58035,1980-01-01,Bib.Pop. Valentín Sayhueque,hotmail
1280,58035,1980-01-01,Bib.Pop. Malvinas argentinas,hotmail
1281,58035,1980-01-01,Bib.Pop. D.F.Sarmiento,sin_dominio
1282,58035,1980-01-01,Bib.Pop. América,sin_dominio
1283,58035,1993-08-16,Bib.Pop. Carmen Mellado,gmail
1284,58035,2002-06-12,Bib.Pop. 15 de junio,hotmail
1285,58049,1983-08-12,Bib.Pop. de Front. Dr. G Alvarez,yahoo
1286,58056,1917-11-04,Bib.Pop. 9 de Julio,smandes
1287,58056,1987-06-09,Bib.Pop. 4 de Febrero,sin_dominio
1288,58056,1980-01-01,Bib.Pop. Ruca Trabun,sin_dominio
1289,58056,2006-01-23,BIb. Pop. La Cascada,sin_dominio
1290,58063,1981-08-28,Bib.Pop. Loncopue,sin_dominio
1291,58070,1991-11-25,Bib.Pop. Osvaldo Bayer,sin_dominio
1292,58077,1980-01-01,Bib.Pop. Mariano Moreno,sin_dominio
1293,58077,1985-11-22,Bib.Pop. La corona,sin_dominio
1294,58077,1980-01-01,Bib.Pop. Cerro Los Quiques,yahoo
1295,58084,1980-01-01,Bib.Pop. Chochoy Mallin,sin_dominio
1296,58084,1942-05-25,Bib.Pop. Bernardino Rivadavia,hotmail
1297,58091,2005-03-10,Bib.Pop. José Fernández,hotmail
1298,58091,1980-01-01,Bib.Pop.Mun. Don Elias Sapag,sin_dominio
1299,58098,2000-05-08,Bib. Pop. Pedro Néstor Jaramillo,sin_dominio
1300,58105,1985-09-23,Bib.Pop. Palighuen,sin_dominio
1301,58112,1916-05-12,Bib.Pop. Elordi,sin_dominio
1302,58112,1998-07-09,Bib.Pop. La Libroteca,sin_dominio
1303,62091,1931-05-10,Bib.Pop. Bernardino Rivadavia,yahoo
1304,62091,1980-01-01,Bib.Pop. Presbítero Raúl Entraigas,sin_dominio
1305,62007,1990-03-23,Bib. Pop. Próspero Entraigas,sin_dominio
1306,62007,1980-01-01,Bib.Pop.Pub.Mun. J. B. Campastro,sin_dominio
1307,62007,1906-01-31,Bib.Pop. Bartolomé Mitre,yahoo
1308,62007,1990-07-14,Bib.Pop. Del niño,hotmail
1309,62007,2004-04-09,Bib. Pop. Pablo Neruda,live
1310,62014,1980-01-01,Bib.Pop. Pedro Garro Vidal,yahoo
1311,62014,1918-10-01,Bib.Pop. Nicolás Avellaneda,yahoo
1312,62014,1980-01-01,Bib.Pop. Coronel Belisle,sin_dominio
1313,62014,1980-01-01,Bib.Pop. El arte es realidad,yahoo
1314,62014,1985-12-03,Bib.Pop. Dr. Victor Molina,hotmail
1315,62014,1942-01-25,Bib.Pop. Pablo A. Pizzurno,gmail
1316,62021,1932-12-11,Bib.Pop. D.F.Sarmiento,elbolson
1317,62021,1980-01-01,Bib.Pop. Dr. Venzano,sin_dominio
1318,62021,1928-03-21,Asoc.Bib. Asoc. Bca. Sarmiento,bibliotecasarmiento
1319,62021,1990-03-05,Bib.Pop. Aime Paine,sin_dominio
1320,62021,1997-01-27,Bib.Pop. Francisco Lera,sin_dominio
1321,62021,1986-09-11,Bib.Pop. Dr. Francisco Pascasio Moreno,yahoo
1322,62021,1999-04-24,Bib. Pop. Ruca Quimn,bariloche
1323,62021,1980-01-01,Bib. Pop. Jorge Luis Borges,hotmail
1324,62021,2007-05-01,Bib.Pop. Carilafquen,gmail
1325,62028,1905-02-28,Bib.Pop. Gral. Conesa,gmail
1326,62035,1980-01-01,Bib. Pop. Quimun,sin_dominio
1327,62035,1980-01-01,Bib.Pop. Las Tunas,sin_dominio
1328,62042,1970-07-01,Bib.Pop. Naciones americanas,sin_dominio
1329,62042,1980-01-01,Bib.Pop. El hogar del lector,sin_dominio
1330,62042,1970-03-26,Bib.Pop. Felisa P. de Porcel,sin_dominio
1331,62042,1932-09-15,Bib.Pop. Carlos Guido Spano,hotmail
1332,62042,1997-05-09,Bib.Pop. Mundo feliz,yahoo
1333,62042,1932-09-29,Bib.Pop. Bernardino Rivadavia,sin_dominio
1334,62042,1984-05-25,Bib.Pop. Presbítero R. Entraigas,hotmail
1335,62042,1980-01-01,Bib. Pop. Escritores Patagónicos,gmail
1336,62042,2000-03-10,Bib.Pop. Fernando Jara,sin_dominio
1337,62042,1980-01-01,Bib.Pop. Isabel Cordero de Durán,yahoo
1338,62042,1974-05-03,Bib.Pop. Amigos del libro,hotmail
1339,62042,1936-04-29,Bib.Pop. Julio A. Roca,gmail
1340,62042,1980-01-01,Bib.Pop. Crecer,hotmail
1341,62042,1980-01-01,Bib.Pop. Ruca Quilcatuve,sin_dominio
1342,62042,1980-01-01,Bib.Pop. Los niños primeros,gmail
1343,62042,1980-01-01,Bib.Pop. Ruca Hueney,sin_dominio
1344,62042,1980-01-01,Bib.Pop. Raihuen,sin_dominio
1345,62042,1980-01-01,Bib.Pop. Amancay,yahoo
1346,62042,1999-05-18,Bib.Pop. El sembrador - J. Sabino Rojas,sin_dominio
1347,62042,1980-01-01,Bib. Pop. Lucía Epullan,yahoo
1348,62042,1980-01-01,Bib. Pop. La Rivera,yahoo
1349,62042,1987-09-21,Bib.Pop. Quintun,sin_dominio
1350,62042,2004-05-01,Bib.Pop. Julio Cortázar,hotmail
1351,62042,1965-08-11,Bib.Pop. Dr. José Velasco,sin_dominio
1352,62042,1994-12-21,Bib.Pop. Casa de Amigos,sin_dominio
1353,62042,1980-01-01,Bib.Pop. Alborada Mapuche,sin_dominio
1354,62042,1935-12-19,Bib.Pop. Mariano Moreno,sin_dominio
1355,62042,1971-06-20,Bib.Pop. Ricardo Rojas,hotmail
1356,62042,1997-11-27,Bib. Pop. Malvinas Argentinas,sin_dominio
1357,62056,1980-01-01,Asoc.Bib.Pop. Ñorquinco,gmail
1358,62056,1980-01-01,Bib.Pop. Puchincheff,sin_dominio
1359,62063,1930-05-04,Bib.Pop. D.F.Sarmiento,sin_dominio
1360,62070,1980-01-01,Bib.Pop. Mariano Giménez,yahoo
1361,62077,1984-08-17,Bib.Pop. Comandante L. Piedrabuena,sin_dominio
1362,62077,2006-10-24,Bib. Pop. Puerto del Este,outlook
1363,62077,1955-07-10,Bib.Pop. Munic. Cincuentenario,yahoo
1364,62077,1978-02-23,Bib.Pop. Manuel R. Novillo,yahoo
1365,62070,1996-05-30,Bib.Pop.Asoc.Cult. Dina Huapi,gmail
1366,62084,1960-05-22,Bib.Pop. Ceferino Namuncura,yahoo
1367,66007,1999-09-12,Bib.Pop. Apolinario Saravia,sin_dominio
1368,66007,1987-10-03,Bib. Pop. Manuel J. Castilla de El Quebrachal,sin_dominio
1369,66007,1992-10-20,Bib.Pop. Padre José Lally,sin_dominio
1370,66007,1980-01-01,Bib.Pop. General Manuel Belgrano,sin_dominio
1371,66007,1980-01-01,Bib.Pop. Ntra.Sra.del Valle-Educ.Cult.y Soc.,sin_dominio
1372,66021,1980-01-01,Bib.Pop. Cafayateña,sin_dominio
1373,66084,2022-04-01,Bib. Pop. Gral. Lamadrid,gmail
1374,66084,1980-01-01,Bib.Pop. Wiñay Huasi,sin_dominio
1375,66028,2002-08-16,Bib.Pop. Los hermanos Luna,sin_dominio
1376,66028,1964-08-25,Bib.Pop. Juan Carlos Davalos,hotmail
1377,66028,1947-09-27,Bib.Pop. Campo Caseros,sin_dominio
1378,66028,1979-06-07,Bib.Pop. Macacha Güemes,hotmail
1379,66028,1980-01-01,Bib.Pop. Jaime Davalos,sin_dominio
1380,66028,1994-04-25,Bib. Pop. Presbítero P. F. Acuña,hotmail
1381,66028,1996-07-19,Bib. Pop. Antonio Nella Castro,sin_dominio
1382,66028,1980-01-01,Bib.Pop. Dr. Miguel Ragone,sin_dominio
1383,66028,1995-07-19,Bib.Pop. Dr. Mariano Boedo,sin_dominio
1384,66028,1997-09-17,Bib.Pop. San Martín de Porres,hotmail
1385,66028,1996-10-23,Bib.Pop. Jorge Luis Borges,sin_dominio
1386,66028,1980-01-01,Bib.Pop. María Ester Gauna,hotmail
1387,66028,1980-01-01,Bib.Pop. San Francisco Solano,hotmail
1388,66028,1997-09-17,Bib.Pop. D.F.Sarmiento,hotmail
1389,66028,1999-09-06,Bib.Pop. Profesora Nora Godoy,hotmail
1390,66028,1999-09-23,Bib.Pop. Carlos Hugo Aparicio,hotmail
1391,66028,1996-09-17,Bib.Pop. Pablo Neruda,sin_dominio
1392,66028,1999-08-27,Bib.Pop. Prof. Miguel Angel Cáseres,sin_dominio
1393,66028,1994-10-20,Bib.Pop. Barrio Palermo I,sin_dominio
1394,66028,1980-01-01,Bib.Pop. Latinoamerica,sin_dominio
1395,66028,2003-05-30,Bib.Pop. Lola Mora,sin_dominio
1396,66028,2004-02-03,Bib.Pop. Dr. Gustavo Cuchi Leguizamón,sin_dominio
1397,66028,1980-01-01,Bib.Pop. Cabo 1º Roberto F. Vidaurre,sin_dominio
1398,66028,2008-04-05,Bib. Pop. Marie Madeleine,gmail
1399,66028,2012-02-04,Bib.Pop. Rosa Parks,hotmail
1400,66028,1998-08-29,Bib.Pop. Casimiro Cobos,sin_dominio
1401,66028,1997-10-27,Bib.Pop. Tata Sarapura,sin_dominio
1402,66035,1999-08-07,Bib.Pop. José Hernandez,yahoo
1403,66035,1910-06-06,Bib.Pop. Francisco Alsina,sin_dominio
1404,66049,1944-09-24,Bib.Pop. Bernardino Rivadavia,sin_dominio
1405,66049,1963-05-16,Nueva Bib. Pop. José Hernández,yahoo
1406,66049,1928-11-08,Bib.Pop. D.F.Sarmiento,gmail
1407,66056,1998-10-09,Bib.Pop. José Hernández,hotmail
1408,66056,1934-10-01,Bib.Pop.Mun. Juan Bautista Alberdi,sin_dominio
1409,66056,1933-06-18,Bib.Pop. Juan Bautista Alberdi,sin_dominio
1410,66056,1980-01-01,Bib.Pop. Amparo F. de Maidana,yahoo
1411,66077,1980-01-01,Bib.Pop. Roberto Romero,sin_dominio
1412,66077,2002-12-14,Asoc.y Bib.Pop. El molino,yahoo
1413,66091,1994-11-26,Bib.Pop. Gob. Dn. R. Romero,sin_dominio
1414,66105,1980-01-01,Bib.Pop. José Manuel Estrada,sin_dominio
1415,66112,1980-01-01,Bib.Pop. Gral. M. M. de Güemes,yahoo
1416,66112,1916-09-23,Bib.Pop. Marco M. de Avellaneda,sin_dominio
1417,66119,1963-10-10,Bib.Pop. José Hernández,sin_dominio
1418,66126,1980-01-01,Bib.Pop. Robustiano Manero,sin_dominio
1419,66126,1995-11-13,Bib.Pop. Jorge Luis Borges,sin_dominio
1420,66126,1980-01-01,Bib.Pop. Rosa Gareca de Moreno,sin_dominio
1421,66126,1980-01-01,Bib. Pop. Mun. Domingo Faustino Sarmiento,sin_dominio
1422,66140,1980-01-01,Bib.Pop. y Grupo Soc.Cult. Crecer,sin_dominio
1423,66140,sin fecha,Bib.Pop. D.F.Sarmiento,sin_dominio
1424,66147,1980-01-01,Bib.Pop. Ernesto Sábato,sin_dominio
1425,66154,1980-01-01,Bib.Pop. Juan Calchaqui,sin_dominio
1426,66133,2001-07-26,Bib.Pop. Maestro Manuel Mirabal,hotmail
1427,66056,1980-01-01,Bib.Pop. María Julia Escalera de Cazón,sin_dominio
1428,66161,1980-01-01,Bib.Pop. Santa Victoria,gmail
1429,70063,1980-01-01,Bib.Pop. Pedro Guerrero,sin_dominio
1430,70007,1985-12-28,Bib.Pop. Emilio García y Negrete,sin_dominio
1431,70021,1971-11-21,Bib.Pop. Consejal D.F.Gallardo,sin_dominio
1432,70021,2012-07-28,BIb.Pop. Pio Cristino Gallardo,sin_dominio
1433,70028,1980-01-01,Bib.Pop. Marina Vilte,hotmail
1434,70028,1910-09-04,Bib.Pop. Bartolomé Mitre,sin_dominio
1435,70028,sin fecha,Bib.Pop. Sociedad Franklin,sin_dominio
1436,70028,1918-05-23,Bib.Pop. José Chirapozu,sin_dominio
1437,70028,1935-11-24,Bib.Pop. Juan Bautista Alberdi,sin_dominio
1438,70028,1944-11-12,Bib.Pop. Camilo Rojo,yahoo
1439,70028,1956-03-09,Bib.Pop. Américas,yahoo
1440,70028,1994-03-26,Bib.Pop. José I. de la Roza,sin_dominio
1441,70028,1980-01-01,Bib.Pop. Emilio Moya Gil,hotmail
1442,70028,1996-10-16,Bib.Pop. 10 de Octubre,sin_dominio
1443,70028,1980-01-01,Bib.Pop. El Eternauta,sin_dominio
1444,70035,1918-04-03,Bib.Pop. Colón,sin_dominio
1445,70042,2018-01-10,Bib. Pop. Paula Albarracín de Sarmiento,sin_dominio
1446,70042,2022-07-13,Juana Azurduy,sin_dominio
1447,70049,1954-04-01,Bib.Pop. Las Flores,yahoo
1448,70049,1980-01-01,Bib.Pop. Juan Páez Garramuno,sin_dominio
1449,70056,1908-08-15,Bib.Pop. D.F.Sarmiento,sin_dominio
1450,70070,1932-10-10,Bib.Pop. Dr. Antonino Aberastain,sin_dominio
1451,70077,1991-09-23,Bib.Pop. Roberto J. Payro,sin_dominio
1452,70077,1935-08-16,Bib.Pop. Cervantes,gmail
1453,70077,1981-08-22,Bib. Pop. José Manuel Estrada,sin_dominio
1454,70077,1980-01-01,Bib. Pop. La sociedad de los patriotas nóveles,gmail
1455,70077,1980-01-01,Bib.Pop. Alfonsina Storni,gmail
1456,70077,2008-04-16,Bib. Pop. Sur,hotmail
1457,70077,2009-03-02,Bib. Pop. Barrio Victoria,sin_dominio
1458,70028,1990-09-23,Bib.Pop. Dr. Antonio Aguilar,hotmail
1459,70077,1966-06-12,Bib. Pop. Mariano Moreno,hotmail
1460,70084,1940-08-16,Bib.Pop. Juan Rómulo Fernández,hotmail
1461,70084,1929-02-25,Bib.Pop. Constancia y acción,sin_dominio
1462,70084,1971-07-09,Bib.Pop. Sociedad opinión de juventud,sin_dominio
1463,70084,1988-09-27,Bib.Pop. Miguel Beato Tejada,sin_dominio
1464,70084,1992-08-30,Bib.Pop. Argentina,sin_dominio
1465,70084,1993-08-26,Bib.Pop. Dr. Pablo Ramella,hotmail
1466,70084,1980-01-01,Bib.Pop. Rayos de luz,sin_dominio
1467,70084,2007-11-05,Bib.Pop. Ivonne Barud de Quattropani,sin_dominio
1468,70091,1916-03-20,Bib.Pop. General San Martín,sin_dominio
1469,70091,2001-07-12,Bib.Pop. Padre Carlos Barbero,sin_dominio
1470,70091,1988-08-29,Bib.Pop. Presbítero J. E. Briggiler,yahoo
1471,70098,1910-09-30,Bib.Pop. Rawson,sin_dominio
1472,70098,1997-07-22,Bib. Pop. José de San Martín,yahoo
1473,70098,1980-01-01,Bib.Pop. Plus Ultra,sin_dominio
1474,70098,1980-01-01,Bib. Pop. Juana Manso,sin_dominio
1475,70105,1935-06-15,Bib.Pop. D.F.Sarmiento,sin_dominio
1476,70028,1987-06-15,Bib.Pop. 1 de Febrero,hotmail
1477,70028,1997-03-25,Bib.Pop. Virgen del Carmen,sin_dominio
1478,70028,2003-09-14,Bib.Pop. Mario Washington Victorio,gmail
1479,70028,1993-03-06,Bib.Pop.Pub. La escalera,hotmail
1480,70112,2009-10-05,Arte y Cultura de Ullum Bib. Pop. Luis Solera,gmail
1481,70119,1996-06-20,Bib.Pop. Antonio Ercilio Zeballos,gmail
1482,70119,sin fecha,Bib. POp. Domingo Faustino Sarmiento,hotmail
1483,70133,1980-01-01,Bib. Pop. Legisladores Argentinos,sin_dominio
